id,product_title,release_date,artist,category,label,img_link
EPCE-5167,ハワイアンで聴くモーニング娘。シングルコレクション,2002/07/10,高木ブーとモ－ニング娘｡･ココナッツ娘｡･藤本美貴･石川リカ,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/e6952c2129ac894389e24a11293c7e446dbc0fd8.jpg
HKCN-50003,モーニング娘。のミュージカル モーニング・タウン オリジナルキャスト盤,2002/07/17,V.A.,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/b16e4e8b231764e7eee2dd0b549f496fff1065fb.jpg
EPCE-5172,ぜんぶ！プッチモニ,2002/08/21,プッチモニ,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/61aa3ae26fa47dcc9fa71f2b13ff77887a7dab15.jpg
EPCE-5177,All of タンポポ,2002/09/04,タンポポ,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/ea10933001d9db0f14cb98eabff8f01027238b74.jpg
PKCP-5008,ザ・童謡ポップス④秋のうた集,2002/09/04,V.A.,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/42ffce39e482f860100b063161f81c162437710c.jpg
PKCP-5010,FS3 FOLK SONGS 3,2002/10/23,中澤裕子/後藤真希/藤本美貴,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/6e71c2caa428493277a2b5c65a43d9ba7f9ee29a.jpg
EPCE-5193,プッチベスト3,2002/12/18,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/22ccb39a1953aac67ae8b530dba7549c9a73cda5.jpg
EPCE-5195,T・W・O,2003/01/29,松浦亜弥,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/3419aab692a3d5abcc55f08671fafdfa022d0843.jpg
PKCP-5014,マッキングGOLD①,2003/02/05,後藤真希,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/33eb019037a5b8a471e05414dc94c0111a4030c1.jpg
EPCE-5197,仔犬ダンの物語 オリジナルサウンドトラック,2003/02/14,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/cc42298d4f8864433641c7c096f8a14519391e75.jpg
EPCE-5200,ミニモニ。THEムービー お菓子な大冒険！オリジナルサウンドトラック,2003/02/19,ミニモニ｡,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/a09cf918d61ea419eb993c893d40620b55b49089.jpg
HKCN-50009,MIKI①,2003/02/26,藤本美貴,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/56a968e18f6401ec83aa29354fe2bd295c323098.jpg
PKCP-5017,「けん＆メリーのメリケン粉オンステージ！」,2003/03/05,後藤真希,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/4e5f73bf6a92d0c400dc8b2add66ddaddbf73b00.jpg
EPCE-5205,1st Anniversary,2003/03/12,メロン記念日,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/a5d61cce65f31518193de50466f74d166eac3553.jpg
EPCE-5206,No.5,2003/03/26,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/b3e8c24cbc1fc8f3ada656d8589c7cf363b13965.jpg
PKCP-5020,新作童謡ポップス 二,2003/03/26,V.A.,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/1ea43ad3563a083fe45380bce4f634dbd08386d3.jpg
EPCE-2015,オサヴリオ～愛は待ってくれない～,2003/04/23,飯田圭織,CDアルバム,地中海レーベル,http://cdn.helloproject.com/img/release/o/bfa695caac2e6ff491d33fcebe47597367d5ad7a.jpg
PKCP-5021,FS4 FOLK SONGS 4,2003/05/21,V.A.,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/f7d1a891b750c355d0ea7b94eaba764c7ca31440.jpg
HKCN-50011,モーニング娘。主演ミュージカル 江戸っ娘。忠臣蔵 オリジナルキャスト盤,2003/07/02,V.A.,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/b4a5519fe4e634149b81975cf13a8b07178dc88e.jpg
EPCE-2019,パラディノメ ～恋に身をゆだねて～,2003/10/22,飯田圭織,CDアルバム,地中海レーベル,http://cdn.helloproject.com/img/release/o/886725109891c298375255447fe24ea26b3e97db.jpg
EPCE-5258,プッチベスト4,2003/12/17,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/ee2d04ca8b6fe73bd49a045fe102c530997d5ecf.jpg
EPCE-5259,×3,2004/01/01,松浦亜弥,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/884cc22d448618423464e87b13eeb276e913dd29.jpg
PKCP-5034,② ペイント イット ゴールド,2004/01/28,後藤真希,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/0f128ee298b3319d0f8cc745effa7482a34039c1.jpg
HKCN-50016,一人ぼっち,2004/02/04,安倍なつみ,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/2e7b429282ec85f4801e0143771c40c8b9446071.jpg
EPCE-5265,ミニモニ。ソングズ②,2004/02/11,ミニモニ｡,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/bdcc08be9314cd353d3cab27ae56ceae6936923b.jpg
PKCP-5035,FS5 卒業,2004/02/25,V.A.,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/9b8f2d5f7a8b2ee6e3808b0f52e971b68fa531ae.jpg
EPCE-5277,ベスト!モーニング娘。2,2004/03/31,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/2ceb3dd0210c76014eb264e46f6d007d8b272959.jpg
EPCE-5289,デュオ U&U,2004/06/02,W,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/f8e66e3a33140c7b37421cd6ac345fcc67e65f0c.jpg
PKCP-5043,1st 超ベリーズ,2004/07/07,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/8cf4b30c05217c7aa9b462d5c03f0ba927382032.jpg
EPCE-5305,第二章 ～強がり～,2004/07/22,中澤裕子,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/23047f2b740655e0c03f9f2376e42780c6fc46db.jpg
EPCE-5342,THE 二枚目,2004/12/01,メロン記念日,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/13c2ef9a6c15fbecf86e2d67cf5c32e877fb3e11.jpg
EPCE-5341,愛の第6感,2004/12/08,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/89812da9a79e40a0fe8b54f5ff6368e3f3293523.jpg
EPCE-5321,モーニング娘。EARLY SINGLE BOX ,2004/12/15,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/84d531bd35100fca939ab280120c4ce41af00120.jpg
EPCE-5340,プッチベスト 5,2004/12/22,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/40d0ddfb445c7b0ed1922aec617464177e3dfc9b.jpg
EPCE-2030,アヴニール ～未来～,2004/12/29,飯田圭織,CDアルバム,地中海レーベル,http://cdn.helloproject.com/img/release/o/e22960d3a7aa29f4b8eca91b420874d153d177c8.jpg
PKCP-5049,3rdステーション,2005/02/23,後藤真希,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/c07a692c0bc0f0562f0a29fa6f69af27eeb838ee.jpg
EPCE-5355,2nd W,2005/03/02,W,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/a6f33620bd2a899ac77fa30de9c18983e25ad032.jpg
EPCE-5362,松浦亜弥ベスト1,2005/03/24,松浦亜弥,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/1698e936d9caa812043c177eca1a440f899f18f7.jpg
PKCP-5059,スイートルームナンバー1,2005/10/26,美勇伝,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/2f0cb0243b634e4d0deb3bcebfba893cd25ba07f.jpg
PKCP-5061,第②成長記,2005/11/16,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/0825abc8cffce06409f89d6305385101e5d5ce7a.jpg
PKCP-5062,スッペシャル！ベストミニ 〜2、5枚目の彼〜,2005/12/07,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/7ad928e62026127515054a73046d2447ae7504be.jpg
PKCP-5063,後藤真希 プレミアムベスト①,2005/12/14,後藤真希,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/4905566a46ea9d741e77fdf2a2c786eda28db6b3.jpg
EPCE-5383,プッチベスト 6,2005/12/21,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/a9d7c299897520eef35f1b6c196a9d2235bb6333.jpg
EPCE-2031,プラン・ダムール ～愛がいっぱい～,2005/12/21,飯田圭織,CDアルバム,地中海レーベル,http://cdn.helloproject.com/img/release/o/a3320af2ff55417e4c41bf63c41940851c2e59ad.jpg
EPCE-5387,レインボー7,2006/02/15,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/e4dd438360178df20b3f9d66806a56dc4319e4d2.jpg
HKCN-50034,2nd〜染みわたる想い〜,2006/03/29,安倍なつみ,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/452439407c5bef9150f240f26ed793052ee5c3a9.jpg
PKCP-5067,③夏夏ミニベリーズ,2006/07/05,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/5d3cb7de80e3f86a993e4efccb0107356f2589e4.jpg
EPCE-5415,「リボンの騎士 ザ・ミュージカル」ソング・セレクション,2006/07/26,モーニング娘。他,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/72a716269e036fb61a1f5983b547e9eca6be432a.jpg
EPCE-5421,カントリー娘。大全集②,2006/08/23,カントリー娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/74109f1bc9809f6b16b1186edeb81ea037984dea.jpg
EPCE-5430,キューティークイーン VOL.1,2006/10/25,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/cdd6f2053200aa78bc7706c21c0c644d00cb24c7.jpg
EPCE-5440,Naked Songs,2006/11/29,松浦亜弥,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/583918bbaa59fe59d63ae9f2177e91b3626620e7.jpg
EPCE-5439,FRUITY KILLER TUNE,2006/12/06,メロン記念日,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/109d1863b0df5b3902a1d7085766defe2307c715.jpg
EPCE-5443,(7.5)冬冬モーニング娘。ミニ!,2006/12/13,モーニング娘。,CDミニアルバム,zetima,http://cdn.helloproject.com/img/release/o/498149b1224524935d2093676cdac34d33619bff.jpg
EPCE-5447,プッチベスト 7,2006/12/20,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/7a8cc8febe71c9325dfc31d949f43dd573b0708f.jpg
EPCE-5456,☆☆☆,2007/02/28,月島きらり starring 久住小春（モーニング娘。）,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/d8add581ddfac29b993288b71da01af0e3aa000a.jpg
HKCN-50043,25〜ヴァンサンク〜,2007/03/14,安倍なつみ,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/c78867d5d19d88044796150bd46476b86f3348e8.jpg
EPCE-5458,SEXY 8 BEAT,2007/03/21,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/be870d53d647927739ea00f6562ec1155f49e15e.jpg
EPCE-5462,②mini〜生きるという力〜,2007/04/18,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/3b30cea17c8bfa787add98cdac87577a23b8e4a8.jpg
HKCN-50053,1stGAM～甘い誘惑～,2007/05/23,GAM,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/221dbf20573be14436f1c9379cbab33a777df91c.jpg
PKCP-5091,4th 愛のなんちゃら指数,2007/08/01,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/ab1dee8093dd801c2159579e6ff043b54c9ec79e.jpg
PKCP-5094,How to use SEXY,2007/09/19,後藤真希,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/6f373ab15c8ff85109117e3e19b53122e8bcfac0.jpg
EPCE-5501,ダブル レインボウ,2007/10/10,松浦亜弥,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/13b006fe0ffe3a195426f8a23ac2b6531a3a4411.jpg
EPCE-5505, モーニング娘。ALL SINGLES COMPLETE 〜10th ANNIVERSARY〜,2007/10/24,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/6063a050e2439aded294886179bf360fcc37cad7.jpg
PKCP-5103,美勇伝 シングルベスト9 Vol.1 おまけつき,2007/11/21,美勇伝,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/e7ae48c5d659b79ccb23dc16bf0c40ddca37fffe.jpg
EPCE-5526,メロンジュース,2007/12/12,メロン記念日,CDミニアルバム,zetima,http://cdn.helloproject.com/img/release/o/d58a7b2de50cbd8ad62d3656a67e3ee502d161dd.jpg
EPCE-5527,プッチベスト 8,2007/12/12,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/fcf7d368f4c1c54df0951be200236c01f6d9f17d.jpg
EPCE-5528,きらりん☆ランド,2007/12/19,月島きらり starring 久住小春（モーニング娘。）,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/086ab3c1926066ea6542ace891058b424c1014a7.jpg
EPCE-5534,1st GOODSAL,2008/02/06,音楽ガッタス,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/1509499ac3de4746873a54cfe57056115d2b62d5.jpg
EPCE-5545,3rd〜LOVE エスカレーション！〜,2008/03/12,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/af1c5fe54d03d9b35774d1580dd1725c7db35f36.jpg
PKCP-5123,5(FIVE),2008/09/10,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/f7435528e246fd7aee61ee28db1be6f30858692e.jpg
EPCE-5585,COVER YOU,2008/11/26,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/fb78f301a9861660841a09ccb05630ec3673d679.jpg
EPCE-5591,Legend,2008/12/01,中澤裕子,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/aa8e5c5a8a4b4efd1c7d383e29d2eee6062c776e.jpg
EPCE-5593,タンポポ/プッチモニ メガベスト,2008/12/10,タンポポ/プッチモニ,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/00d922390eb976532e01dfc8d34b1c7f5f20d86c.jpg
EPCE-5595,太陽とシスコムーン/T&Cボンバー メガベスト,2008/12/10,太陽とシスコムーン/T&Cボンバー,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/8e428e9fd11cd9a08a81973ad4b26cfba27953e0.jpg
EPCE-5597,カントリー娘。 メガベスト,2008/12/10,カントリー娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/5b7ebfad16f9d48cbb60009a0fa84a708027232b.jpg
EPCE-5600,MEGA MELON,2008/12/10,メロン記念日,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/71f5e25e1f27e5e8ddce95dc26b4b74ba53b6e8b.jpg
EPCE-5602,ハロー！プロジェクトシャッフルユニット メガベスト,2008/12/10,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/0a071d9bae7ad106fa8f9284e6107e9630beadc4.jpg
EPCE-5590,プッチベスト 9,2008/12/10,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/d4cd5d3460713d92c34f5e01800be789442e578b.jpg
HKCN-50070,安倍なつみ 〜Best Selection〜 15色の似顔絵たち,2008/12/10,安倍なつみ,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/5a54570e7e454300236bb4fc3af117fd02be6687.jpg
PKCP-5130,Berryz工房 スッペシャル ベスト Vol.1,2009/01/14,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/d49d38b6feae70d16e437aea138b2bb0ef216a20.jpg
EPCE-5611,想いあふれて,2009/01/21,松浦亜弥,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/cccb46ce6d21fa2a4e9cba64095c2a80325fa028.jpg
EPCE-5612,④ 憧れ My STAR,2009/01/28,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/1209910fa184fd4e88e2f08bc89b38957717a57e.jpg
EPCE-5623,ベスト☆きらり,2009/03/11,月島きらり starring 久住小春（モーニング娘。）,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/56a2ed4708705b0386d50b6b7144eb8b108be8f4.jpg
EPCE-5629,プラチナ 9 DISC,2009/03/18,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/d53ca4a1060e0147ea85e9dc798daa121ee5cb33.jpg
EPCE-5645,チャンプル1～ハッピーマリッジソングカバー集～,2009/07/15,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/f23e80d16c08af7b9501fc605a993ae834560486.jpg
EPCE-5661,モーニング娘。全シングル カップリングコレクション,2009/10/07,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/bc6313f11ae10ef535343c41012eeb03c36c0e62.jpg
EPCE-5674,℃-uteなんです！全シングル集めちゃいましたっ！①,2009/11/18,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/e6a4c41ae8c40158319bf1731adb0b0a72f734a4.jpg
EPCE-5677,プッチベスト 10,2009/12/02,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/cacaf11fd31da1a99983c786a94ad5465d340b77.jpg
HKCN-50102,FRIENDS,2009/12/16,真野恵里菜,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/c1fab4863efa9b810a1c9413b11da8cf77fafb4d.jpg
EPCE-5692,MELON'S NOT DEAD,2010/02/17,メロン記念日,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/99218848b5f93bc9dd2bf9792f84df571f247495.jpg
EPCE-5694,ショッキング5,2010/02/24,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/0a5a35864c31652c10517e4ad75aea614b36b8e3.jpg
EPCE-5697,⑩ MY ME,2010/03/17,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/878ad005640cc91341c07f9d92fe00c10c26a39f.jpg
PKCP-5155,6th 雄叫びアルバム,2010/03/31,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/1c5bb3f59ba73e3d75c515c842da030543ce196c.jpg
EPCE-5702,URA MELON,2010/04/21,メロン記念日,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/82a16e712ee91d134174b6d3e585565c54ff7e75.jpg
EPCE-5732,Click you Link me,2010/11/24,松浦亜弥,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/37438fbc854f8439c453048208eb261736f83cb2.jpg
HKCN-50145,MORE FRIENDS,2010/11/24,真野恵里菜,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/328caff4312329fc63d3a7335016d7c6e2fd32ad.jpg
EPCE-5733,Fantasy！拾壱,2010/12/01,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/823dcefca2262b52e8257dfbe11c57ed37573368.jpg
HKCN-50148,悪ガキッ①,2010/12/08,スマイレージ,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/282091319301a1748a1d4b4c39a12f3d27f73e8c.jpg
EPCE-5741,プッチベスト 11,2010/12/15,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/fff6f39babe2c81dfb9e088c534d07b88f8428c0.jpg
PKCP-5180,⑦ Berryz タイムス,2011/03/30,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/e19798c90a82fbe89bf7f1ae36958f3368a46538.jpg
EPCE-5762,超WONDERFUL！⑥,2011/04/06,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/8bca7041f6def07474da57e1ea5dcd6dc3ab2cb4.jpg
EPCE-5774,ドリムス。①,2011/04/20,ドリームモーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/89ec7d42083fe107213914a7f3e62def905f25b8.jpg
EPCE-5798,partenza,2011/08/10,Buono!,CDミニアルバム,zetima,http://cdn.helloproject.com/img/release/o/be9f13e908eb16cc95a8a701514ebc7bbcad9090.jpg
EPCE-5809,"12,スマート",2011/10/12,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/2451707fff18d02a9a43833984c3daad33795b44.jpg
EPCE-5830,プッチベスト 12,2011/12/07,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/f900cbfd62957c43947bcb37f8d42d5722fc0ce0.jpg
EPCE-5831,松浦亜弥 10TH ANNIVERSARY BEST,2011/12/21,松浦亜弥,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/7f283a4f2851c7f8b6ee2be9ae0e5c0d515cbb25.jpg
EPCE-5843,第七章「美しくってごめんね」,2012/02/08,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/2aebfc04069ff37e8f35a9db5661582f39a0383d.jpg
PKCP-5201,愛のアルバム⑧,2012/02/22,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/c44b33ec4d160786dae8adac8b6686ff0be83367.jpg
HKCN-50219,More Friends Over,2012/03/28,真野恵里菜,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/d2e61d77dba179af7b27ef64ee4836ad09926012.jpg
HKCN-50234,スマイレージ ベストアルバム完全版①,2012/05/30,スマイレージ,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/017f26df7e88ee2572d2319f71b9414bbdbe66cb.jpg
EPCE-5889,SHERBET,2012/08/22,Buono!,CDミニアルバム,zetima,http://cdn.helloproject.com/img/release/o/546d5f915ceec3db42a995f3b8cc9563d4b955ba.jpg
EPCE-5901,⑬カラフルキャラクター,2012/09/12,モーニング娘。,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/88dded3117061636c370bec8f482efa131ff66fd.jpg
EPCE-5915,②℃-ute神聖なるベストアルバム,2012/11/21,℃-ute,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/4b9f1b6896a0fd4d359322ddcb61e12f2476e9cc.jpg
EPCE-5920,プッチベスト 13,2012/12/05,V.A.,CDアルバム,zetima,http://cdn.helloproject.com/img/release/o/742c08e01f534dacbe363d7db685802ddffd6c08.jpg
PKCP-5222,Berryzマンション9階,2013/01/30,Berryz工房,CDアルバム,PICCOLO TOWN,http://cdn.helloproject.com/img/release/o/e61b65d011f205ae431a0db4fbe230c71ef4d670.jpg
HKCN-50271,BEST FRIENDS,2013/02/06,真野恵里菜,CDアルバム,hachama,http://cdn.helloproject.com/img/release/o/f6c4ed82fa22ba1b7d48be7fca58acd7042db78a.jpg
